hailey_lynn1012,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 23:14:39 +0000 2018
martynajagiello,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:52:27 +0000 2018
elenorekarasek5,"RT @BIGMONEYMIKE6: I'VE COUNTED OVER 248 "" FAKE #BMM IMPOSTERS "" THIS YEAR ALONE... LAST YEAR THERE WAS OVER 500...

BE CAREFUL TRADERS ...…","I'VE COUNTED OVER 248 "" FAKE #BMM IMPOSTERS "" THIS YEAR ALONE... LAST YEAR THERE WAS OVER 500...

BE CAREFUL TRADERS .... 

EVEN A GROUP OUT OF THE UKRAINE HAVE TRIED TO HACK MY TWITTER

ONLY FOLLOW THIS TWITTER &amp; MY EMAIL

"" HATERS "" WILL DO ANYTHING TO MAKE A FAST BUCK SMH https://t.co/NkEOGyymDc",Sat Aug 18 22:52:26 +0000 2018
AbbasRahimi_,"Be careful who you trust, the devil was once an angel 😉.",,Sat Aug 18 22:52:26 +0000 2018
jazminelove133,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:52:26 +0000 2018
x_TeeLuvssYu,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:52:23 +0000 2018
kearaduncan,"RT @karr_karrr: Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring","Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring",Sat Aug 18 22:52:21 +0000 2018
nahdzy,"regardless i will always teach my heart to understand everyone and give all i can to the people who appreciate what love is. these people are innocent and they deserve the genuine care. be careful and don’t get twisted, friends. leave toxic people. and if i’m toxic too, leave me.",,Sat Aug 18 22:52:20 +0000 2018
becky_gbc,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:52:16 +0000 2018
rocking205,RT @kathygriffin: Has anyone stopped to think that Omarosa releasing tapes is hurting the Mueller investigation? Trump people will be more…,Has anyone stopped to think that Omarosa releasing tapes is hurting the Mueller investigation? Trump people will be more careful what they say around each other now. What if Mueller wanted to tap some phones or have someone wear a wire. Not sure people will speak as freely now,Sat Aug 18 22:52:13 +0000 2018
MikaylaMcCann2,RT @MKaddict14: ***Girls in chickasha area please watch out for a older bald guy driving a black tundra. He has been following teenage girl…,***Girls in chickasha area please watch out for a older bald guy driving a black tundra. He has been following teenage girls around. On Wednesday he followed me and my friend to my car and tried to abduct us. Luckily our doors was locked and drove off. Please be careful.,Sat Aug 18 22:52:13 +0000 2018
BasedAria,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:52:12 +0000 2018
ReturnedMack,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:52:11 +0000 2018
Girlbran_,"RT @desiiEAGLE: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:52:10 +0000 2018
bmoe_careful,RT @IamAkademiks: I heard Sony and UMG are beefing over how many days FEFE being added to “Queen” will be counted for first week numbers...…,I heard Sony and UMG are beefing over how many days FEFE being added to “Queen” will be counted for first week numbers... also restock options on Travis merch + Nicki merch. Basically it’s a cluster f*ck of labels beefing and artists trying their best to be #1 by any means . 🙄,Sat Aug 18 22:52:10 +0000 2018
fuzzfoster,@Marshall5Sharon Staffs are good family dogs as they love people so much. Generally though you do have to be careful of them around other dogs. They should have lots of exercise. Something most owners can't keep up with. Which is why you see so many chubby ones around. https://t.co/MmHwiDMjAF,,Sat Aug 18 22:52:09 +0000 2018
AVARA85,"Be careful how you tolerate, your teaching them how to treat you",,Sat Aug 18 22:52:07 +0000 2018
d4n1l2008,"* If you plant hard work, you will reap success
* If you plant forgiveness, you will reap reconciliation
* If you plant faith in God, you will reap a harvest
So, be careful what you plant now; it will determine what you will reap later.
“Whatever YouGiveToLife, Life Gives back”",,Sat Aug 18 22:52:02 +0000 2018
ella_mqz,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:51:59 +0000 2018
AEastwood100,"@BreezyPuffs Be careful now the snowflakes will be up in arms because you didnt say ""PARENT LIFE"" 😁😎 https://t.co/9vjz1Lh6ii",,Sat Aug 18 22:51:58 +0000 2018
lanzevraelich,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:51:58 +0000 2018
Kofi_Akwaboah,"RT @KehindeAyan: @KofiAnnan Thanks for your dreams for Africa. A month ago you told us ""If you don't dream, you won't even begin to do it.…","@KofiAnnan Thanks for your dreams for Africa. A month ago you told us ""If you don't dream, you won't even begin to do it. But you've to be careful; you must know when you're dreaming when you're asleep or when you're awake"" Stay woke forever! #KofiAnnanRIP #ObamaLeaders",Sat Aug 18 22:51:56 +0000 2018
cushlow_emily,I gained the tiniest (!!) bit of 🍑 and went up 2 clothes sizes be careful what you wish for xx https://t.co/g03BIdHLgu,,Sat Aug 18 22:51:54 +0000 2018
yungjustinrhode,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:51:52 +0000 2018
_tinkabellx,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:50 +0000 2018
tayloralbrightt,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:39 +0000 2018
NaysWORLD202,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:51:39 +0000 2018
Zhari_Danial,@AmirulAiman95 Always be careful what you wish for #WengerIn,,Sat Aug 18 22:51:36 +0000 2018
_ihateLeyaah,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:32 +0000 2018
finessiin0,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:31 +0000 2018
spookyrenegade,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:51:30 +0000 2018
LoveCass_,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:51:29 +0000 2018
emmyoooo,"RT @karr_karrr: Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring","Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring",Sat Aug 18 22:51:29 +0000 2018
taydahh_,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:51:27 +0000 2018
squeaks124,@TheRickWilson Just the same... be careful.,,Sat Aug 18 22:51:27 +0000 2018
MackenzieAmbro2,RT @JohnnycageQpid: White kids from Peoria need to stop rapping about shit they don’t do. It’s all fun and games til some real niggas who l…,White kids from Peoria need to stop rapping about shit they don’t do. It’s all fun and games til some real niggas who live here and ain’t from here pop you.. streets don’t have rules. Be careful.,Sat Aug 18 22:51:25 +0000 2018
wlwlup,@raubahnaldynn be careful . the hairspray makes it like porcupine quills,,Sat Aug 18 22:51:21 +0000 2018
aintthatjt,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:21 +0000 2018
EasyBreezyDeezy,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:51:20 +0000 2018
MindStayChillin,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:51:20 +0000 2018
Briaaaaa_____,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:19 +0000 2018
shanelfirer5,"RT @BIGMONEYMIKE6: SCAMMERS ARE BACK AT IT AGAIN......... THEY ARE TELLING TRADERS THAT MY NEXT ALERT IS $ABPA

PURE LIES!!!!!

BE CAREFUL…","SCAMMERS ARE BACK AT IT AGAIN......... THEY ARE TELLING TRADERS THAT MY NEXT ALERT IS $ABPA

PURE LIES!!!!!

BE CAREFUL OUT THERE ....... SCAMMERS ARE TRYING TO MAKE A QUICK BUCK

#BMM https://t.co/a6wGTIzEZG",Sat Aug 18 22:51:17 +0000 2018
SonnGoten,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:51:14 +0000 2018
malallah96,RT @limitedbabes: be careful who you make memories with. those things can last a lifetime,be careful who you make memories with. those things can last a lifetime,Sat Aug 18 22:51:13 +0000 2018
LaLaKristiansen,Cardi B - Be Careful [Official Video] https://t.co/zVHGVPF8Bn via @YouTube,,Sat Aug 18 22:51:13 +0000 2018
iamyelex,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:51:13 +0000 2018
capricornfather,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:51:09 +0000 2018
majinjarachi,@cntrlyj ohghaDDd i will be more careful,,Sat Aug 18 22:51:09 +0000 2018
_roxi626,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:51:08 +0000 2018
bonbonpinkypup1,"RT @diaahadid: Be careful with the assumption that only one side of the US political divide treats the press with hostility. 

Alexandria O…","Be careful with the assumption that only one side of the US political divide treats the press with hostility. 

Alexandria Ocasio-Cortez Criticized for Excluding Press From 2 Town Hall Meetings   via @NYTimes https://t.co/Pz6yJOaFpE",Sat Aug 18 22:51:00 +0000 2018
Josh_Coulson1,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:51:00 +0000 2018
linley_sa,@Martina There was no ordinance passed by them that allowed it to be OK. bad people insert themselves in places that bring harm. I'm not catholic by the way. Criminalize evil behavior. Careful of criminalizing institutions whose genesis is good.,,Sat Aug 18 22:50:58 +0000 2018
MarjaniSmith1,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:50:56 +0000 2018
lac_bbygirl17_,RT @Hammer0fFacts: Salt and sugar look the same; be careful who you trust.,Salt and sugar look the same; be careful who you trust.,Sat Aug 18 22:50:53 +0000 2018
michks_,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:53 +0000 2018
SojournerNow,"RT @Kokomothegreat: ""you're treating me like a fucking black person""

Be careful dumbfuck, your white privilege is showing. https://t.co/wO…","""you're treating me like a fucking black person""

Be careful dumbfuck, your white privilege is showing. https://t.co/wOiq5tvGXR",Sat Aug 18 22:50:52 +0000 2018
TGIFrani,"Dawn...please be careful as in this state of #DullardTrump insanity there are white men who will attack for no reason other than you appear different from what they consider and normal (white) American. As police do nothing in most cases. Please, please be SAFE..... https://t.co/gdQ9yGrnMg",,Sat Aug 18 22:50:50 +0000 2018
Twaa__,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:50 +0000 2018
Mc_AllyPants,@JoshThomas87 Be careful which one you cook!,,Sat Aug 18 22:50:49 +0000 2018
BrunoBraia10,RT @Bleeding_Crypto: TRADING TIP:Be careful you are not caught in a coin when it goes down again. I am using NEO as an example but this app…,TRADING TIP:Be careful you are not caught in a coin when it goes down again. I am using NEO as an example but this applies to ALL COINS right now. Lately we will pump for 5/6 days &amp; then continue down. WE ARE IN A DOWNTREND. Dont get caught up in the FOMO. Lets see in a few days https://t.co/wI12D34qRS,Sat Aug 18 22:50:48 +0000 2018
thanksimtrash,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:50:46 +0000 2018
SargonOfSeattle,"@Razorsmack1 @CoraMartinek These people should be careful if there are any Muslims in the area.
some Muslims like sex with goat...",,Sat Aug 18 22:50:44 +0000 2018
PoliceChaplainM,"RT @LasVegasFD: It’s really hot in Las Vegas today, will be hotter tomorrow. Anybody can suffer heat stroke if they are not careful. Here a…","It’s really hot in Las Vegas today, will be hotter tomorrow. Anybody can suffer heat stroke if they are not careful. Here are the signs of heat stroke &amp; how to prevent it! https://t.co/KWC2E1JgVq",Sat Aug 18 22:50:43 +0000 2018
arianam04,"RT @karr_karrr: Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring","Idc how much you don’t like Cardi B, you can’t say she didn’t hit the spot with Be careful and Ring",Sat Aug 18 22:50:43 +0000 2018
RomyNSN96,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:50:36 +0000 2018
_jaydahsmith,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:36 +0000 2018
IsisBeautii_,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:50:36 +0000 2018
fckcaroline,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:50:35 +0000 2018
hatan10711616,"@ibreatheflames Be careful, Mr. Trumpet may threten you with sanction for that wonderful!!!Christian!! arrested.",,Sat Aug 18 22:50:32 +0000 2018
lizbethhr_,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:50:28 +0000 2018
AmarMarinkovic,"Be careful people, too much sun can cause a problems.
Beware Of The Sun!
https://t.co/xagsLSOaCD
| sponsored https://t.co/boMmyRmKRb",,Sat Aug 18 22:50:27 +0000 2018
Queen_DeeDe,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:50:27 +0000 2018
DanaAAli__,RT @Glorious716: Be careful who you let into your life,Be careful who you let into your life,Sat Aug 18 22:50:26 +0000 2018
CallHerE_,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:25 +0000 2018
briixnnna,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:25 +0000 2018
ShaqDiesel__,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:50:24 +0000 2018
ThisIsJustDrea_,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:13 +0000 2018
TrayYBChubz,RT @YslDuke: Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Be Careful who you share your energy with everybody don’t deserve it 🤷🏽‍♂️,Sat Aug 18 22:50:12 +0000 2018
watevrsteph,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:50:10 +0000 2018
AmarMarinkovic,"Be careful people, too much sun can cause a problems.
Beware Of The Sun!
https://t.co/xagsLSOaCD
| sponsored https://t.co/GyEVLc7Jsb",,Sat Aug 18 22:50:07 +0000 2018
__bbrenda,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:50:06 +0000 2018
AlyshaCordova,"RT @lilbaby4PF: Be careful how much you tolerate , you teaching them how to treat you !","Be careful how much you tolerate , you teaching them how to treat you !",Sat Aug 18 22:50:05 +0000 2018
yoookayaa,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:50:00 +0000 2018
asianchickjen,RT @ayethatsnayy: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:49:58 +0000 2018
JustinYamaguchi,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:55 +0000 2018
mmarrifer,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:54 +0000 2018
FURGALlCIOUS,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:53 +0000 2018
NomiMatsu,RT @tajntedsorrow: @NomiMatsu you asked for it be careful what you wish for https://t.co/4HYFBSTZFg,@NomiMatsu you asked for it be careful what you wish for https://t.co/4HYFBSTZFg,Sat Aug 18 22:49:50 +0000 2018
longhairbarbiee,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:49:47 +0000 2018
PuaCavanah,RT @winn_laura: Being around miserable ass people will truly drain the fuck out of you.... so be careful who you surround yourself with,Being around miserable ass people will truly drain the fuck out of you.... so be careful who you surround yourself with,Sat Aug 18 22:49:45 +0000 2018
csantieste,"RT @JonBenetGlamsyy: Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa…","Attention SD: 

I got approached by two women soliciting “God the Mother” in the 99¢ store off of Fletcher in La Mesa today around 1pm. 
They were with a man. 
This was their van. 
Be careful! 

#SanDiego https://t.co/HsVfvjYm28",Sat Aug 18 22:49:44 +0000 2018
datboitaay,RT @FinneeShawty: Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Lil Baby Said “Be careful how much u tolerate. You teaching them how to treat you.”,Sat Aug 18 22:49:43 +0000 2018
iamasianicolee,"RT @MasinElije: Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely…","Your image is everything. You have to be very careful going back and forth with people, pick and choose your battles wisely because some people’s only motive is to ruin your reputation and tarnish your image because they’re jealous of the life you’re living.",Sat Aug 18 22:49:27 +0000 2018
korn2005,"RT @nadabakos: Be careful who you trust/follow because IMO I think there are more of these accounts than we realize, even with blue check m…","Be careful who you trust/follow because IMO I think there are more of these accounts than we realize, even with blue check marks (Mensch): #Resistance Twitter Hero Exposed as Pro-Trump Gamer https://t.co/mncG6uhHC0",Sat Aug 18 22:49:23 +0000 2018
Stephani_Honeys,Gotta be careful with who you trust; they’ll hurt your pride the second they have a chance.,,Sat Aug 18 22:49:20 +0000 2018
SmurfinAus2,"@markwelch7 @RugbeNZ @bethknewman It means he didn’t slam him down into the ground. He was careful how he landed him. I do question the lift though, as I said. Looked to me like he realised he’d done the wrong thing so let him down carefully. It should be questioned.",,Sat Aug 18 22:49:20 +0000 2018
taebIueside,"RT @VKOOKcom: here is a video of jungkook asking taehyung to be careful with the knife 

one word to describe them: domestic
two words: dom…","here is a video of jungkook asking taehyung to be careful with the knife 

one word to describe them: domestic
two words: domestic boyfriends 
three words: cute domestic boyfriends https://t.co/eXUkP8t9Rg",Sat Aug 18 22:49:19 +0000 2018
Ashley_Ganes,RT @KarleeSayTruuu: Soooo y’all should watch “till death do us part” on Netflix. Y’all better be CAREFUL on who yall decide to marry..,Soooo y’all should watch “till death do us part” on Netflix. Y’all better be CAREFUL on who yall decide to marry..,Sat Aug 18 22:49:19 +0000 2018
sparkly_truth,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:17 +0000 2018
samira2670,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:14 +0000 2018
cbtueros,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:14 +0000 2018
milesfranco71,RT @BGXGlobal: A bitcoin investor has sued telecommunications giant AT&amp;T for $224 million after losing millions of dollars worth of cryptoc…,"A bitcoin investor has sued telecommunications giant AT&amp;T for $224 million after losing millions of dollars worth of cryptocurrency in a theft that he says is the cellular service provider’s fault. 
Always be careful with your funds. Security in your hands.
Stay #BGX https://t.co/7uBvb0pbIt",Sat Aug 18 22:49:13 +0000 2018
kenadi30,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:10 +0000 2018
YellowInMars,"RT @stevie_mat: Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which…","Men face legitimate issues, but we can discuss them without throwing women, who are far more at risk, under the bus, which is what the ""not JUST girls"" framing does. You mean well, but let's be careful with that, please. https://t.co/sJrU5vRtPK",Sat Aug 18 22:49:08 +0000 2018
CharlotteSG_JM,"#btsau #monstaxau #yoonmin #wonheon #BTS #MONSTA_X
""Okay, but please be careful"".

Jimin and Jooheon help to clean everything up then they cuddle up on the sofa.

Jooheon is in jimin's lap, cuddled up to his chest. Jimins holding him close, protecting him.",,Sat Aug 18 22:49:08 +0000 2018
compoundcase,@sammyboy1896 Sam be careful I think you left your Twitter logged into Tommy’s computer,,Sat Aug 18 22:49:05 +0000 2018
Demetri62390000,RT @cgmoretzx: And when I feel sexy...be careful. https://t.co/ThLaefnQrP,And when I feel sexy...be careful. https://t.co/ThLaefnQrP,Sat Aug 18 22:49:03 +0000 2018
MagGamerInc,@Replexityyy @CFProduct It was just a long discussion about gaming topics from how they are made to balancing weapons. No pod false alert sorry I should be careful on my words.,,Sat Aug 18 22:49:02 +0000 2018
