devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
PkKoshti,RT @Aamirian_Raj: Last year @aamir_khan ne Assam flood me donate kia but na aamir na hi hum log dhindora pite jitna PRK ke PR nanga nach ra…,Last year @aamir_khan ne Assam flood me donate kia but na aamir na hi hum log dhindora pite jitna PRK ke PR nanga nach rahe hai . https://t.co/QMlLTXx9wn,Tue Aug 21 12:19:11 +0000 2018
AnushaRohit,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:16:58 +0000 2018
vijayashankara,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:15:55 +0000 2018
gilligopaal,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:15:43 +0000 2018
ashutosh_labh,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:14:39 +0000 2018
shweta_ohri,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:14:31 +0000 2018
SanjivS33495004,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:13:23 +0000 2018
bhasmasura,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:13:23 +0000 2018
Savitritvs,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:11:53 +0000 2018
lindsaytheresa3,"4 years ago this week we had that awful flood that shut all the roads down and left people stranded. 15 years ago was this. Basically, this is a very risky time of year to have a baby. Let’s hope I have him before another historic event. https://t.co/UP52AYa95N",,Wed Aug 15 02:34:33 +0000 2018
JPEJags,"2 years - in some ways it feels like a lifetime ago, and in other ways it feels like yesterday.  Our 3rd graders wanted to share some advice with others who may face a flood one day. #wiseones #lovethem #jagpride 🐾",,Wed Aug 15 02:16:43 +0000 2018
LindaFriend,@notjessagain @thumperalpha @PaulDrgos @LadyConserv @Def_Editz @Alyssa_Milano That was fine 200 years ago when there was plenty of land and people came here to be American not to flood us with weird culture and terrorism.,,Wed Aug 15 01:48:23 +0000 2018
ferrix,"@stoneymonster I don’t get to choose what topics my memory is bad at. I remember the starting address of C64 character memory from 30 years ago, and my brain can play cd-accurate version of Flood all the way thru. But what did I come into this room for.",,Wed Aug 15 00:45:50 +0000 2018
JohnPatrickHil2,"There is a large stone just past the Harvey House that my research shows could possibly, possibly have been thrown there by the Younger Dryas Flood of 12.5k years ago. Our area teaming with evidence of Great Flood. Prayers to unite on efforts.",,Tue Aug 14 23:17:55 +0000 2018
david_flood,"RT @simonwood: A little bit of history, General Motors  bought the Los Angeles public transportation system almost 100 years ago and shut i…","A little bit of history, General Motors  bought the Los Angeles public transportation system almost 100 years ago and shut it down so that it could sell cars. They claimed this promoted ‘individual freedom’, but in fact the result has been gridlock, smog and global warming.",Tue Aug 14 22:39:19 +0000 2018
WilliamPora,This isn't a political choice.  These are repairs and projects that should have been completed years ago.  Don't let the opportunity pass. Vote for the flood bond. https://t.co/JR8du6X5JO,,Tue Aug 14 22:30:20 +0000 2018
apihtawikosisan,@PresHarryTruman We outlawed them years ago. You can be fined and/or jailed for having them in your possession. There has been a flood of black market US  pennies into Canada ever since. We think tourists smuggle them in their pockets and use fountains as drop off points.,,Tue Aug 14 21:27:59 +0000 2018
WRKF,"RT @LaCapAxS: Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but f…","Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but fewer homeowners than anticipated are applying for state assistance. @walliswatkins spoke to Pat Forbes about the recovery. https://t.co/3ZgENdytgk",Tue Aug 14 21:25:31 +0000 2018
WWNO,"RT @LaCapAxS: Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but f…","Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but fewer homeowners than anticipated are applying for state assistance. @walliswatkins spoke to Pat Forbes about the recovery. https://t.co/3ZgENdytgk",Tue Aug 14 21:25:14 +0000 2018
LaCapAxS,"Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but fewer homeowners than anticipated are applying for state assistance. @walliswatkins spoke to Pat Forbes about the recovery. https://t.co/3ZgENdytgk",,Tue Aug 14 21:24:48 +0000 2018
MoscowStranger_,"also the flood was completely copied from the epic of gilgamesh which was written 5,000 years ago https://t.co/nnF5vuLUz2",,Tue Aug 14 21:22:52 +0000 2018
david_flood,"RT @markmackinnon: A shout-out to the journalist who encapsulated the story of our time - 106 years ago, and in 60 words. https://t.co/9kI8…","A shout-out to the journalist who encapsulated the story of our time - 106 years ago, and in 60 words. https://t.co/9kI82FcfGP",Tue Aug 14 20:59:42 +0000 2018
AlienLovePrince,RT @AlienLovePrince: massive ring-shaped installations constructed by the Forerunners throughout the galaxy over one hundred thousand years…,massive ring-shaped installations constructed by the Forerunners throughout the galaxy over one hundred thousand years ago as a last resort when combating the parasite known as the Flood.,Tue Aug 14 20:18:18 +0000 2018
TheNakedFarmers,"@GusWhyte @ABC Had a heartbreaking howl &amp; flood of tears. My two best friends died two years ago &amp; it feels like I am only now beginning to understand that they are gone &amp; let the pain wash through me.

I learned we no longer have a friendly local Rural reporter at the #ABC. Not a good feeling!",,Tue Aug 14 20:15:24 +0000 2018
Manikaiyer,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:10:39 +0000 2018
peepal59,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:09:59 +0000 2018
priyanka_1808,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:09:02 +0000 2018
mitatara,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:08:56 +0000 2018
acheeti,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:08:53 +0000 2018
SaurabhAvyaya,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:07:42 +0000 2018
KakBhusundi,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:06:36 +0000 2018
vij_blues,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:04:29 +0000 2018
chaitoo154,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 12:03:10 +0000 2018
amritaIQ,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:54:36 +0000 2018
rudra001,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:50:58 +0000 2018
think2reasonit,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:50:00 +0000 2018
vsridha2,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:45:54 +0000 2018
wilfredmichael6,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:44:50 +0000 2018
ksprao01,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:43:27 +0000 2018
TnTHYS,"Eight years ago, thereabouts. Kamla Persad Bissessar, PM, donned a ""tall boots"" and got down into the flood waters. Like a water god perhaps, pretended she was doing something. For many of the ignorant electorate,... https://t.co/kPwNeVA9Mb",,Tue Aug 14 19:28:22 +0000 2018
tr_flood,"RT @SouthamptonPage: 5⃣ years ago today and with his first touch in an England shirt... 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #SaintsFC 

🦁🦁🦁 https://t.co/nJVETOuBUT","5⃣ years ago today and with his first touch in an England shirt... 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #SaintsFC 

🦁🦁🦁 https://t.co/nJVETOuBUT",Tue Aug 14 19:07:14 +0000 2018
KALBtv5,"WATCH: Two years ago, many in south Louisiana were dealing with the devastation from the historic flood of 2016. What needs to be done to prepare for the future? https://t.co/TFqDfl9LoZ",,Tue Aug 14 18:31:14 +0000 2018
jidaay,RT @_2different: 2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of…,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,Tue Aug 14 18:10:56 +0000 2018
mintchip187,"@whec_bbrean someone told me years ago if flooding is imminent, put valuables in your car. Flood is comp damage in auto, not natural disastr",,Tue Aug 14 17:50:02 +0000 2018
_deeRgee,RT @_2different: 2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of…,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,Tue Aug 14 17:36:16 +0000 2018
buddygohard,RT @_2different: 2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of…,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,Tue Aug 14 17:34:01 +0000 2018
_2different,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,,Tue Aug 14 17:25:40 +0000 2018
BernieUpstateNY,"@JimmyVielkind @NYGovCuomo Yeah, that's why people lose cars in Albany streets anytime there's a downpour. I lost a car on Sheridan Ave a few years ago due to flood &amp; there are countless others who have as well.",,Tue Aug 14 16:29:47 +0000 2018
flood_rena,RT @SteveKornacki: 20 years ago today: With Bill Clinton poised to reverse his denials and admit an affair with Monica Lewinsky to a grand…,"20 years ago today: With Bill Clinton poised to reverse his denials and admit an affair with Monica Lewinsky to a grand jury, Christian Coalition founder Pat Robertson bemoans polling that shows the president retaining his popularity:  ""We as a nation are complicit in this."" https://t.co/zWv3OGWvxo",Tue Aug 14 16:06:17 +0000 2018
_EmJayOh,"The BR flood happened 2 years ago. 
It was also 2 years ago when that girl said “they” sent a hurricane to BR and called it a thunderstorm.",,Tue Aug 14 15:50:05 +0000 2018
flyinglobster,"A good chunk of the Kelly Drive side of the SRT was under water this morning, despite the river not technically being at flood stage. Haven’t seen anything quite that nuts since about 4 years ago, when everything north of Girard was under water.",,Tue Aug 14 15:41:01 +0000 2018
lmpcarillo,"top 5 the great flood
10000 years ago",,Tue Aug 14 15:32:58 +0000 2018
colbyklaus,"Next, blaming government for a bad bridge design and flood that occurred two years ago.

Reminder: Nebraska’s governor, most of its legislature, and especially this county’s officials, are all republican. They were voted in by these same guys.",,Tue Aug 14 15:07:35 +0000 2018
paper_tiger14,"2 years ago, I woke up to this. It was a really bad few days. The Great Flood still affects people here. https://t.co/QDvZrZihou",,Tue Aug 14 14:21:14 +0000 2018
patmahomes,RT @TomQ71: @McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't…,"@McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't matter anyhow) but 3 years ago after the Williams debacle concluded there was a flood of info from Post reporters detailing all of the problems with team, details known to reporters all season.",Tue Aug 14 14:09:59 +0000 2018
PC_360,"At least six people died and tens of thousands fled their homes as monsoon rain triggered flooding in the Philippine capital and nearby areas, reminiscent of the deadly Typhoon Ketsana nine years ago. https://t.co/SepQ9jFk1i",,Tue Aug 14 14:09:37 +0000 2018
STAMATAKISMICHA,"RT @usbr: 78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple…","78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple benefits, including irrigation, power, and flood and silt control. Learn more: https://t.co/d9m6FzPPE6 #Idaho #Water #History #AndersonRanch https://t.co/GHxRBy4ocY",Tue Aug 14 13:00:44 +0000 2018
rob_montilla,"@AJsApplebooty @slaterdesign He made it years ago sweetie! You can block him all you want, but we’re gonna flood your social media with comments until you stop using the stolen artwork",,Tue Aug 14 12:22:49 +0000 2018
BookLuster,"@UntamedBachelor That is sudden but monsoon mein travel wisely is obvious na. Every year I know ppl who get stranded, a family I know had been washed off in the UK flood few years ago. You are a pro traveller but ppl go with kids and all.",,Tue Aug 14 11:54:19 +0000 2018
theapplefarmer,"@KarlBrophy @ahealy20 That would support the 70 litres per apple (or even a bit above that). It could be based on data using old- fashioned ""flood"" irrigation methods used in arid areas 50+ years ago which wasted most of the water applied.",,Tue Aug 14 11:44:38 +0000 2018
THELEGEND_PPOP,@MikeFOX29 here is a few pictures from Darby's flood 7 years ago sorry it's not a video https://t.co/AgtdGXPTD4,,Tue Aug 14 11:27:43 +0000 2018
HanoiJim123,@fraser_anning ITS A FLOOD.....hang on...that's what Pauline said 20 years ago,,Tue Aug 14 11:10:07 +0000 2018
NewsInformati12,"RT @usbr: 78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple…","78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple benefits, including irrigation, power, and flood and silt control. Learn more: https://t.co/d9m6FzPPE6 #Idaho #Water #History #AndersonRanch https://t.co/GHxRBy4ocY",Tue Aug 14 10:48:14 +0000 2018
AngryPosseDon,"RT @Andre07132000: Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

An…","Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

Ano Naman Ang mapapala ko sa sinasabi mo? Makakatulong ba sa baha sa Amin Yan? https://t.co/QHbWBpxGPj",Tue Aug 14 10:27:27 +0000 2018
Andre07132000,"Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

Ano Naman Ang mapapala ko sa sinasabi mo? Makakatulong ba sa baha sa Amin Yan? https://t.co/QHbWBpxGPj",,Tue Aug 14 08:38:09 +0000 2018
RazaAliKhan_,@sabena_siddiqi @Wasim_Wazir I don't think this is the first time they are doing this. I've even seen a prominently marked counter at a bank for collecting donations for our flood victims a few years ago.,,Tue Aug 14 06:56:41 +0000 2018
TomQ71,"@McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't matter anyhow) but 3 years ago after the Williams debacle concluded there was a flood of info from Post reporters detailing all of the problems with team, details known to reporters all season.",,Tue Aug 14 04:45:43 +0000 2018
Bill_Flood,"RT @BeschlossDC: John McCain was released 45 years ago this year, after more than five years imprisoned by North Vietnamese:          #USNa…","John McCain was released 45 years ago this year, after more than five years imprisoned by North Vietnamese:          #USNavy https://t.co/99lGFfo62Q",Tue Aug 14 04:15:25 +0000 2018
SteveWasHereb4,"@HillaryWarnedUs OMG nostalgia blast, I loved that series as a kid in the 60’s and 70’s. I read them over and over. Sadly my collection was destroyed in a flood some years ago. 

I printed out “The stuttering parrot” for my son to read earlier this summer. That was probably my favorite!",,Tue Aug 14 03:54:26 +0000 2018
udaylatha,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:42:28 +0000 2018
Lotusfeetns,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:41:27 +0000 2018
ManikantKant,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:41:22 +0000 2018
kirti_nair,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:40:42 +0000 2018
subbugt,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:39:29 +0000 2018
yfs_official,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:37:16 +0000 2018
MarkYuvi009,RT @KodaguConnect: 76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the…,"76-year-old Velayudhan and his wife have been cooking tirelessly for 1000 people at a relief camp in Kushalnagar for the last four days. 

We bow to their commitment to help the flood-affected despite being senior citizens. Unsung heroes and heroines of our society. https://t.co/UsMFO0v1dD",Tue Aug 21 11:35:48 +0000 2018
Angel28499292,@KDRogersMD The flood was over 12000 years ago,,Tue Aug 14 03:48:59 +0000 2018
tina_shiver,@DonnieWahlberg My original @nkotb edition of @people was ruined in a flood 2 years ago today 😏 Shit it would be pretty amazing if the universe released an updated version tomorrow 🤔,,Tue Aug 14 03:13:28 +0000 2018
NewsGalDanielle,"RT @BillyNungesser: 2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a r…","2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a rain event is now known as the Great Flood of 2016.  We are thankful for the volunteers, nonprofits, churches and neighbors who lent a hand in our time of need.",Tue Aug 14 03:09:56 +0000 2018
jamiller1975,RT @Helicity300: It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded ro…,"It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded roads, and it’s the first time I wasn’t able to get to work because of weather. In my almost 20 year career, that weather event scared me more than any other. https://t.co/5yT7jal81u",Tue Aug 14 02:59:58 +0000 2018
bondgirlboots,@skulleigh hahahaha the Lewisville dam nearly breeched in that flooding we had a couple years ago. they stated voluntary evacuations to areas. I'm in that flood plane.,,Tue Aug 14 02:57:10 +0000 2018
coloniahssports,"RT @KSargeantNJ: Dan nails his column here. Highly recommend reading. Speaking of Rutgers, their media policy is ok. Not a total blackout l…","Dan nails his column here. Highly recommend reading. Speaking of Rutgers, their media policy is ok. Not a total blackout like some; not nearly as open as Schiano/Flood years. I wrote about it 2 years ago ( https://t.co/Xy7aaWBwgY ) and there is less coverage across the board. https://t.co/gC4KDSlUdQ",Tue Aug 14 02:52:44 +0000 2018
OneAcadiana,"RT @BillyNungesser: 2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a r…","2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a rain event is now known as the Great Flood of 2016.  We are thankful for the volunteers, nonprofits, churches and neighbors who lent a hand in our time of need.",Tue Aug 14 02:20:32 +0000 2018
KevinBrashear,"Two years ago tonight my Ma sent me a text that flood water was rising in her neighborhood and she had to leave her house. She never went back. Half my hometown of Baton Rouge was flooded from a no name storm, rain event. That kicked off what has been a shitty couple of years.",,Tue Aug 14 02:08:09 +0000 2018
Helicity300,"It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded roads, and it’s the first time I wasn’t able to get to work because of weather. In my almost 20 year career, that weather event scared me more than any other. https://t.co/5yT7jal81u",,Tue Aug 14 01:36:16 +0000 2018
ObiWanKobe,@Botanygeek Do you have any idea what this is? It volunteered a couple years ago after a heavy flood. I live in central Ventura County. The red part of the flower is supposedly used in a drink in Mexico for easing menstruation pain. https://t.co/kwpuAXAym6,,Tue Aug 14 01:28:01 +0000 2018
funfactfriday7,@ButItLooksFlat @jaredvc @Jordan_Sather_ So there is much much much much more evidence that we evolved than there was a worldwide flood 6000 years ago. If you’re talking about fairy tails,,Tue Aug 14 01:16:27 +0000 2018
_rainisfalling,"well, the rain is getting worse. I just hope there is not another flood like a few years ago, it's scary.",,Tue Aug 14 00:20:34 +0000 2018
LMStewarty,@DeoWatti Wow. Just wow. This is the 2nd worse flood we’ve had since I’ve been living here. Some years ago cars came floating down St Francois Valley Rd. I saw a tree branch bobbing down our street. Not a thin one ehh. One thick heffa.,,Tue Aug 14 00:17:47 +0000 2018
