devadattajoshi,RT @Binita_Saikia: This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,This pic is from last year's Assam flood😁. https://t.co/GDm8zunqar,Wed Aug 22 15:05:14 +0000 2018
WISkeylover54,@JonRothstein @Evan_Flood Getting pounded by OSU in early December last season was the beginning of the end of that squad until late in the year. But... Rutgers is getting better..,,Tue Aug 21 12:45:12 +0000 2018
sjjeankim_,"6 years ago~ It was my first time seeing Donghae and Siwon… Time flies so fast, I still remember me and my friends went all the way from Bulacan to Trinoma even though it's raining hard and flood is everywhere just to see the two of you. ALL FOR LOVE ika nga nila~ 💓 #SiHae https://t.co/DACPuuLraM",,Wed Aug 15 12:12:37 +0000 2018
GeekTrader,"@ZarinaZabrisky My pleasure. Suddenly there’s a flood of MSM stories “breaking” information that you, @sarahkendzior @AndreaChalupa @WendySiegelman and others were telling anyone with Twitter almost two years ago. Here’s another one https://t.co/b3Ve3ckaVe",,Wed Aug 15 12:10:19 +0000 2018
frank25831467,"#FraserAnningI think Fraser has said what many Australians think. All the do gooders think he is wrong, but look at most of the trouble in the world, where does it stem from??You only have to look at the UK that opened the flood gates years ago and allowed the muslims in.",,Wed Aug 15 11:58:25 +0000 2018
whec_rcaniglia,@thegungher420 @whec_nrudd @news10nbc @WHEC_BSomers @whec_slarocca @whec_ptaney The numbers in the Penn Yan flood a few years ago were up in that neighborhood.,,Wed Aug 15 11:33:39 +0000 2018
ArmyCorpsNAD,"#OTD Officials dedicate @CorpsNewEngland's Buffumville Lake project, #CharltonMA 60 years ago; built due to severe 1938 &amp; 1955 floods; 2011 estimate says it has prevented $128M in flood damage to downstream towns https://t.co/sf9Wien7tp
#TDIH #Massachusetts #Connecticut https://t.co/v0O0echQns",,Wed Aug 15 11:10:10 +0000 2018
kinguspl,"#DryAfghanistan 
The village on the picture was affected by a flood a few years ago. The wee gully on the left flooded the village and destroyed a few houses, including the one on the right. Now, the villagers suffer from the drought. More about their lives later today. https://t.co/nbERZLHa5E",,Wed Aug 15 09:00:50 +0000 2018
KDRogersMD,"Circa 4344 years ago.....what was the world like? Its important to look at each of the continents and see what was going on. Its important also to look at the rock record for that time. 

Literal global flood or a story?
Thats an important q in ruling out some religions https://t.co/VVOK1MuS9M",,Wed Aug 15 05:39:36 +0000 2018
Ethan__Heinrick,The flood was two years ago today,,Wed Aug 15 05:23:57 +0000 2018
JeffreyKStewart,"@sneakin @QfJfk @Jordan_Sather_ No, not aliens.The former citizens of a continent named Mu, which,like Atlantis,sunk beneath the sea when the planet wide flood hit slightly over 12,000 years ago.They are thought to have built a city inside and under Mt Shasta. Quite often people would see lights &amp; things there",,Wed Aug 15 05:20:32 +0000 2018
AimlessRyan,"At one appointment a couple years ago I had tears racing down my cheeks while I tried to plead my case for #oxycodone. Not sobbing; more of a silent flash flood. I think this young doctor wanted to help me, but he had to get his elders on board.",,Wed Aug 15 04:26:05 +0000 2018
sanketgp,@falgunibhl @Saawaniyaan Hehe.. that you for the mentioned.. the flood you are talking about was 18 years ago .. not in July 😂,,Wed Aug 15 04:15:06 +0000 2018
sudhirahluwalia,My answer to How can I prove that Noah's flood did not cover the whole earth with water 4000 years ago? I am married to someone who believes that the contents of the Bible are the infallible word of god. https://t.co/ohwKLvu9DW,,Wed Aug 15 03:38:30 +0000 2018
sudhirahluwalia,My answer to How can I prove that Noah's flood did not cover the whole earth with water 4000 years ago? I am married to someone who believes that the contents of the Bible are the infallible word of god. https://t.co/9vCNw4fxcU,,Wed Aug 15 03:37:48 +0000 2018
sudhirahluwalia,How can I prove that Noah's flood did not cover the whole earth with water 4000 years ago? I am married to someone who believes that the ... https://t.co/6jEsfIIMel,,Wed Aug 15 03:37:45 +0000 2018
russellshelvin,2 years ago today. A few dope people I know came through and help me and my wife gut our house that had been flood for the second time. #OSCFAM #OtownEdition https://t.co/5Zfwufj46M,,Wed Aug 15 03:03:11 +0000 2018
lindsaytheresa3,"4 years ago this week we had that awful flood that shut all the roads down and left people stranded. 15 years ago was this. Basically, this is a very risky time of year to have a baby. Let’s hope I have him before another historic event. https://t.co/UP52AYa95N",,Wed Aug 15 02:34:33 +0000 2018
JPEJags,"2 years - in some ways it feels like a lifetime ago, and in other ways it feels like yesterday.  Our 3rd graders wanted to share some advice with others who may face a flood one day. #wiseones #lovethem #jagpride 🐾",,Wed Aug 15 02:16:43 +0000 2018
LindaFriend,@notjessagain @thumperalpha @PaulDrgos @LadyConserv @Def_Editz @Alyssa_Milano That was fine 200 years ago when there was plenty of land and people came here to be American not to flood us with weird culture and terrorism.,,Wed Aug 15 01:48:23 +0000 2018
ferrix,"@stoneymonster I don’t get to choose what topics my memory is bad at. I remember the starting address of C64 character memory from 30 years ago, and my brain can play cd-accurate version of Flood all the way thru. But what did I come into this room for.",,Wed Aug 15 00:45:50 +0000 2018
JohnPatrickHil2,"There is a large stone just past the Harvey House that my research shows could possibly, possibly have been thrown there by the Younger Dryas Flood of 12.5k years ago. Our area teaming with evidence of Great Flood. Prayers to unite on efforts.",,Tue Aug 14 23:17:55 +0000 2018
david_flood,"RT @simonwood: A little bit of history, General Motors  bought the Los Angeles public transportation system almost 100 years ago and shut i…","A little bit of history, General Motors  bought the Los Angeles public transportation system almost 100 years ago and shut it down so that it could sell cars. They claimed this promoted ‘individual freedom’, but in fact the result has been gridlock, smog and global warming.",Tue Aug 14 22:39:19 +0000 2018
WilliamPora,This isn't a political choice.  These are repairs and projects that should have been completed years ago.  Don't let the opportunity pass. Vote for the flood bond. https://t.co/JR8du6X5JO,,Tue Aug 14 22:30:20 +0000 2018
apihtawikosisan,@PresHarryTruman We outlawed them years ago. You can be fined and/or jailed for having them in your possession. There has been a flood of black market US  pennies into Canada ever since. We think tourists smuggle them in their pockets and use fountains as drop off points.,,Tue Aug 14 21:27:59 +0000 2018
WRKF,"RT @LaCapAxS: Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but f…","Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but fewer homeowners than anticipated are applying for state assistance. @walliswatkins spoke to Pat Forbes about the recovery. https://t.co/3ZgENdytgk",Tue Aug 14 21:25:31 +0000 2018
LaCapAxS,"Two years ago, tens of thousands of homes in southeast Louisiana were flooded by historic rainfall. Recovery continues, but fewer homeowners than anticipated are applying for state assistance. @walliswatkins spoke to Pat Forbes about the recovery. https://t.co/3ZgENdytgk",,Tue Aug 14 21:24:48 +0000 2018
MoscowStranger_,"also the flood was completely copied from the epic of gilgamesh which was written 5,000 years ago https://t.co/nnF5vuLUz2",,Tue Aug 14 21:22:52 +0000 2018
david_flood,"RT @markmackinnon: A shout-out to the journalist who encapsulated the story of our time - 106 years ago, and in 60 words. https://t.co/9kI8…","A shout-out to the journalist who encapsulated the story of our time - 106 years ago, and in 60 words. https://t.co/9kI82FcfGP",Tue Aug 14 20:59:42 +0000 2018
AlienLovePrince,RT @AlienLovePrince: massive ring-shaped installations constructed by the Forerunners throughout the galaxy over one hundred thousand years…,massive ring-shaped installations constructed by the Forerunners throughout the galaxy over one hundred thousand years ago as a last resort when combating the parasite known as the Flood.,Tue Aug 14 20:18:18 +0000 2018
TheNakedFarmers,"@GusWhyte @ABC Had a heartbreaking howl &amp; flood of tears. My two best friends died two years ago &amp; it feels like I am only now beginning to understand that they are gone &amp; let the pain wash through me.

I learned we no longer have a friendly local Rural reporter at the #ABC. Not a good feeling!",,Tue Aug 14 20:15:24 +0000 2018
TnTHYS,"Eight years ago, thereabouts. Kamla Persad Bissessar, PM, donned a ""tall boots"" and got down into the flood waters. Like a water god perhaps, pretended she was doing something. For many of the ignorant electorate,... https://t.co/kPwNeVA9Mb",,Tue Aug 14 19:28:22 +0000 2018
tr_flood,"RT @SouthamptonPage: 5⃣ years ago today and with his first touch in an England shirt... 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #SaintsFC 

🦁🦁🦁 https://t.co/nJVETOuBUT","5⃣ years ago today and with his first touch in an England shirt... 🏴󠁧󠁢󠁥󠁮󠁧󠁿 #SaintsFC 

🦁🦁🦁 https://t.co/nJVETOuBUT",Tue Aug 14 19:07:14 +0000 2018
KALBtv5,"WATCH: Two years ago, many in south Louisiana were dealing with the devastation from the historic flood of 2016. What needs to be done to prepare for the future? https://t.co/TFqDfl9LoZ",,Tue Aug 14 18:31:14 +0000 2018
jidaay,RT @_2different: 2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of…,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,Tue Aug 14 18:10:56 +0000 2018
mintchip187,"@whec_bbrean someone told me years ago if flooding is imminent, put valuables in your car. Flood is comp damage in auto, not natural disastr",,Tue Aug 14 17:50:02 +0000 2018
_2different,2 years ago my hometown flooded and my school counselor told me I’d never get into my dream school. Now there’s no sign of a flood and I’m starting my sophomore year at my dream school 🙏🏾,,Tue Aug 14 17:25:40 +0000 2018
BernieUpstateNY,"@JimmyVielkind @NYGovCuomo Yeah, that's why people lose cars in Albany streets anytime there's a downpour. I lost a car on Sheridan Ave a few years ago due to flood &amp; there are countless others who have as well.",,Tue Aug 14 16:29:47 +0000 2018
flood_rena,RT @SteveKornacki: 20 years ago today: With Bill Clinton poised to reverse his denials and admit an affair with Monica Lewinsky to a grand…,"20 years ago today: With Bill Clinton poised to reverse his denials and admit an affair with Monica Lewinsky to a grand jury, Christian Coalition founder Pat Robertson bemoans polling that shows the president retaining his popularity:  ""We as a nation are complicit in this."" https://t.co/zWv3OGWvxo",Tue Aug 14 16:06:17 +0000 2018
_EmJayOh,"The BR flood happened 2 years ago. 
It was also 2 years ago when that girl said “they” sent a hurricane to BR and called it a thunderstorm.",,Tue Aug 14 15:50:05 +0000 2018
flyinglobster,"A good chunk of the Kelly Drive side of the SRT was under water this morning, despite the river not technically being at flood stage. Haven’t seen anything quite that nuts since about 4 years ago, when everything north of Girard was under water.",,Tue Aug 14 15:41:01 +0000 2018
lmpcarillo,"top 5 the great flood
10000 years ago",,Tue Aug 14 15:32:58 +0000 2018
colbyklaus,"Next, blaming government for a bad bridge design and flood that occurred two years ago.

Reminder: Nebraska’s governor, most of its legislature, and especially this county’s officials, are all republican. They were voted in by these same guys.",,Tue Aug 14 15:07:35 +0000 2018
paper_tiger14,"2 years ago, I woke up to this. It was a really bad few days. The Great Flood still affects people here. https://t.co/QDvZrZihou",,Tue Aug 14 14:21:14 +0000 2018
patmahomes,RT @TomQ71: @McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't…,"@McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't matter anyhow) but 3 years ago after the Williams debacle concluded there was a flood of info from Post reporters detailing all of the problems with team, details known to reporters all season.",Tue Aug 14 14:09:59 +0000 2018
PC_360,"At least six people died and tens of thousands fled their homes as monsoon rain triggered flooding in the Philippine capital and nearby areas, reminiscent of the deadly Typhoon Ketsana nine years ago. https://t.co/SepQ9jFk1i",,Tue Aug 14 14:09:37 +0000 2018
STAMATAKISMICHA,"RT @usbr: 78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple…","78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple benefits, including irrigation, power, and flood and silt control. Learn more: https://t.co/d9m6FzPPE6 #Idaho #Water #History #AndersonRanch https://t.co/GHxRBy4ocY",Tue Aug 14 13:00:44 +0000 2018
rob_montilla,"@AJsApplebooty @slaterdesign He made it years ago sweetie! You can block him all you want, but we’re gonna flood your social media with comments until you stop using the stolen artwork",,Tue Aug 14 12:22:49 +0000 2018
BookLuster,"@UntamedBachelor That is sudden but monsoon mein travel wisely is obvious na. Every year I know ppl who get stranded, a family I know had been washed off in the UK flood few years ago. You are a pro traveller but ppl go with kids and all.",,Tue Aug 14 11:54:19 +0000 2018
theapplefarmer,"@KarlBrophy @ahealy20 That would support the 70 litres per apple (or even a bit above that). It could be based on data using old- fashioned ""flood"" irrigation methods used in arid areas 50+ years ago which wasted most of the water applied.",,Tue Aug 14 11:44:38 +0000 2018
THELEGEND_PPOP,@MikeFOX29 here is a few pictures from Darby's flood 7 years ago sorry it's not a video https://t.co/AgtdGXPTD4,,Tue Aug 14 11:27:43 +0000 2018
HanoiJim123,@fraser_anning ITS A FLOOD.....hang on...that's what Pauline said 20 years ago,,Tue Aug 14 11:10:07 +0000 2018
AngryPosseDon,"RT @Andre07132000: Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

An…","Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

Ano Naman Ang mapapala ko sa sinasabi mo? Makakatulong ba sa baha sa Amin Yan? https://t.co/QHbWBpxGPj",Tue Aug 14 10:27:27 +0000 2018
Andre07132000,"Panahon ni Noynoy - 2 years ago. SA 2 years, Wala pa Rin bang na-allocate si Duterte mo na budget sa flood control? 

Ano Naman Ang mapapala ko sa sinasabi mo? Makakatulong ba sa baha sa Amin Yan? https://t.co/QHbWBpxGPj",,Tue Aug 14 08:38:09 +0000 2018
RazaAliKhan_,@sabena_siddiqi @Wasim_Wazir I don't think this is the first time they are doing this. I've even seen a prominently marked counter at a bank for collecting donations for our flood victims a few years ago.,,Tue Aug 14 06:56:41 +0000 2018
TomQ71,"@McreynoldsBrett @Lewis6Jay @chelsea_janes Chelsea is a fantastic writer &amp; this may be on the Post not her(and probably doesn't matter anyhow) but 3 years ago after the Williams debacle concluded there was a flood of info from Post reporters detailing all of the problems with team, details known to reporters all season.",,Tue Aug 14 04:45:43 +0000 2018
Bill_Flood,"RT @BeschlossDC: John McCain was released 45 years ago this year, after more than five years imprisoned by North Vietnamese:          #USNa…","John McCain was released 45 years ago this year, after more than five years imprisoned by North Vietnamese:          #USNavy https://t.co/99lGFfo62Q",Tue Aug 14 04:15:25 +0000 2018
SteveWasHereb4,"@HillaryWarnedUs OMG nostalgia blast, I loved that series as a kid in the 60’s and 70’s. I read them over and over. Sadly my collection was destroyed in a flood some years ago. 

I printed out “The stuttering parrot” for my son to read earlier this summer. That was probably my favorite!",,Tue Aug 14 03:54:26 +0000 2018
Angel28499292,@KDRogersMD The flood was over 12000 years ago,,Tue Aug 14 03:48:59 +0000 2018
tina_shiver,@DonnieWahlberg My original @nkotb edition of @people was ruined in a flood 2 years ago today 😏 Shit it would be pretty amazing if the universe released an updated version tomorrow 🤔,,Tue Aug 14 03:13:28 +0000 2018
NewsGalDanielle,"RT @BillyNungesser: 2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a r…","2 years ago, over 100,000 Louisiana families were impacted by the results of an unnamed storm.  What started out as a rain event is now known as the Great Flood of 2016.  We are thankful for the volunteers, nonprofits, churches and neighbors who lent a hand in our time of need.",Tue Aug 14 03:09:56 +0000 2018
jamiller1975,RT @Helicity300: It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded ro…,"It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded roads, and it’s the first time I wasn’t able to get to work because of weather. In my almost 20 year career, that weather event scared me more than any other. https://t.co/5yT7jal81u",Tue Aug 14 02:59:58 +0000 2018
bondgirlboots,@skulleigh hahahaha the Lewisville dam nearly breeched in that flooding we had a couple years ago. they stated voluntary evacuations to areas. I'm in that flood plane.,,Tue Aug 14 02:57:10 +0000 2018
coloniahssports,"RT @KSargeantNJ: Dan nails his column here. Highly recommend reading. Speaking of Rutgers, their media policy is ok. Not a total blackout l…","Dan nails his column here. Highly recommend reading. Speaking of Rutgers, their media policy is ok. Not a total blackout like some; not nearly as open as Schiano/Flood years. I wrote about it 2 years ago ( https://t.co/Xy7aaWBwgY ) and there is less coverage across the board. https://t.co/gC4KDSlUdQ",Tue Aug 14 02:52:44 +0000 2018
KevinBrashear,"Two years ago tonight my Ma sent me a text that flood water was rising in her neighborhood and she had to leave her house. She never went back. Half my hometown of Baton Rouge was flooded from a no name storm, rain event. That kicked off what has been a shitty couple of years.",,Tue Aug 14 02:08:09 +0000 2018
Helicity300,"It’s hard to believe the 2016 August Flood was 2 years ago. 2 years ago today I couldn’t get to work because of flooded roads, and it’s the first time I wasn’t able to get to work because of weather. In my almost 20 year career, that weather event scared me more than any other. https://t.co/5yT7jal81u",,Tue Aug 14 01:36:16 +0000 2018
ObiWanKobe,@Botanygeek Do you have any idea what this is? It volunteered a couple years ago after a heavy flood. I live in central Ventura County. The red part of the flower is supposedly used in a drink in Mexico for easing menstruation pain. https://t.co/kwpuAXAym6,,Tue Aug 14 01:28:01 +0000 2018
funfactfriday7,@ButItLooksFlat @jaredvc @Jordan_Sather_ So there is much much much much more evidence that we evolved than there was a worldwide flood 6000 years ago. If you’re talking about fairy tails,,Tue Aug 14 01:16:27 +0000 2018
_rainisfalling,"well, the rain is getting worse. I just hope there is not another flood like a few years ago, it's scary.",,Tue Aug 14 00:20:34 +0000 2018
LMStewarty,@DeoWatti Wow. Just wow. This is the 2nd worse flood we’ve had since I’ve been living here. Some years ago cars came floating down St Francois Valley Rd. I saw a tree branch bobbing down our street. Not a thin one ehh. One thick heffa.,,Tue Aug 14 00:17:47 +0000 2018
nytink82,@Brittany_Boyer That's true.  Thanks.  Flooding is becoming a bigger problem now compares to how it was years ago.  Stay safe where you are.  Hopefully you don't live in a flood area like I do?,,Mon Aug 13 23:27:02 +0000 2018
SolidHomieSeal,14 years ago around this time I was swimming in flood waters from  hurricane charley,,Mon Aug 13 23:17:21 +0000 2018
neilparekh_uww,"RT @CAUW: 2 years ago, our community was forever changed. Then &amp; now, we are committed to be here for the long haul. See what we did before…","2 years ago, our community was forever changed. Then &amp; now, we are committed to be here for the long haul. See what we did before, during &amp; after the Aug ‘16 flood: https://t.co/Sp7VqFM85e. Thank you to the amazing non-profits &amp; those who donated &amp; volunteered. #LIVEUNITED",Mon Aug 13 22:21:23 +0000 2018
Nasty_1_,"@AltRockAddict @POTUS @KimDotcom @DilaraEsengil @intheMatrixxx @DannyCovfefe @freenaynow That is , and what was happening.  It's hard to work out the time line. 
I think the flood was only 300 years ago at the most.

I think the Plague helped kill off the rest of the Chimera.  
1 of these Pharmaceutical companies did it. I think I know which 1.",,Mon Aug 13 22:17:24 +0000 2018
CAUW,"2 years ago, our community was forever changed. Then &amp; now, we are committed to be here for the long haul. See what we did before, during &amp; after the Aug ‘16 flood: https://t.co/Sp7VqFM85e. Thank you to the amazing non-profits &amp; those who donated &amp; volunteered. #LIVEUNITED",,Mon Aug 13 21:51:35 +0000 2018
david_flood,"RT @ThisDayIrish: This day 49 years ago – 13 August 1969 – Taoiseach Jack Lynch gave a speech on RTÉ in response to the Bogside riots, stat…","This day 49 years ago – 13 August 1969 – Taoiseach Jack Lynch gave a speech on RTÉ in response to the Bogside riots, stating that “the Irish government can no longer stand by and see innocent people injured”, and calling on a United Nations peace-keeping force to be deployed. https://t.co/2bwHCrlQXk",Mon Aug 13 20:12:29 +0000 2018
IAFIorg,"Indigenous Flood Stories from 14,000 Years Ago
Alan Pinkham, Sr. (Nez Perce)
On October 7th at Chief Timothy Park near Clarkston, WA at",,Mon Aug 13 19:49:47 +0000 2018
inksofren,@AliaLink101 Oh no! The apartment I lived in years ago would flood occasionally and it is so stressful to deal with. I’ll be praying it all works out.,,Mon Aug 13 19:41:13 +0000 2018
KeithFergy,@JPTasker @RosieBarton What do the Indigenous Peoples of N.A. think about the benefits of multiculturalism that started slowly 500 years ago and progressed into a raging flood?,,Mon Aug 13 17:45:07 +0000 2018
Segsmaiden,"@magister_ella @bernallene Not to forget too during the term of his mother. They should have thought of this problem long ago, Marcos thought 10 to 20 years ahead during his time to anticipate flood control problems etc.",,Mon Aug 13 17:40:09 +0000 2018
JosephMRyan1,"That's Because Stephen Miller's Uncle is IGNORANT ‼‼
Free and Unfettered Imigration 100 years ago was acceptable because The U.S wasn't a Welfare State Today if we opened the flood gates we would be a 3rd world country in no time flat Σχ¢єℓℓєηт‼ 👇

https://t.co/OlnrZaEwWF https://t.co/V1ipKSLUw4",,Mon Aug 13 16:36:11 +0000 2018
GraceODeay,I had no idea that @WendellPierce lost everything in the flood 2 years ago as well! Much Love Wendell! Coming back stronger 💙💙 https://t.co/04SQEJXQv2,,Mon Aug 13 15:47:56 +0000 2018
LouisianaFilmTV,"I tweeted this out two years ago today.  Little did I know that someone would take me up on the offer and Celtic Studios would be hosting over 4000 flood evacuees less than 24 hours later.  

#BatonRouge #2016FloodAnniversary https://t.co/A9j9CRPeUp",,Mon Aug 13 15:35:54 +0000 2018
Tigerr_Lillyy,"Two years ago today the worst flood happened my my family’s small town in Louisiana. Two years later there are houses still not fixed, schools still not reopened. And hardly any government help. So sad 😞 seeing that flood is still probably one of the worst things I’ve ever seen",,Mon Aug 13 15:16:01 +0000 2018
swanarcade,Country diary 1968: bracken spreads like a flood across the fells https://t.co/1FEij51tHy Something from 50 years ago. Enjoy,,Mon Aug 13 14:29:26 +0000 2018
KDRogersMD,Beware of ANYONE who claims the first human was created 6000 years ago with Adam....but claims the global flood with Noah and his family present....happened well before 6000 years ago. https://t.co/ogo8Zd1O8h,,Mon Aug 13 14:25:37 +0000 2018
KDRogersMD,"For bible believers that claim Adam was created 6000 years ago, and that Adam was the first human, it means they must admit that if the ""global flood"" happened, it happened after humanity began for Noah to even be alive. https://t.co/ogo8Zd1O8h",,Mon Aug 13 14:24:43 +0000 2018
naghbIQtIqHom,"@loghaD Due to historical reason, they use small size. 
Google says: 
a)About hundred years ago, they farmed beans in river side field at Mito region and harvest them before flood season 
so that the size is small, due to the small size, using natto stuff.",,Mon Aug 13 14:23:07 +0000 2018
KDRogersMD,"Passages such as you see listed in the time line may be read to constuct the timeline. 
Re 12000 years ago, do you realize that would put the flood before the bliblical creation of Adam? Thats not what the bible says. https://t.co/4W2f2vilwi",,Mon Aug 13 13:58:19 +0000 2018
oldnavigation,"Regular Monday Morning Me: I’m a little groggy, but today still has potential!

FB Memories: Hey! Two years ago today you lost everything when you were forced to evacuate your home due to flood waters.

Me: oh.",,Mon Aug 13 13:53:21 +0000 2018
KDRogersMD,I looked at Australian Aborigines. Find out when they got to Australia. What about Africans? When did the Chinese arrive at their current location? When did Europeans paint caves? These people would have all died in a global flood circa 4344 years ago ie circa 2344 BC https://t.co/Ys8QUQBcem,,Mon Aug 13 13:50:48 +0000 2018
KDRogersMD,"Im still stuck on finding a global flood circa 4344 years ago. 
Native Americans got to America by at least 10,000 years ago per every secular reference I can find. Then pre the bible a global flood happened per the bible circa 4344 years ago. Native Americans would have all died https://t.co/Ys8QUQBcem",,Mon Aug 13 13:49:24 +0000 2018
KDRogersMD,"@Angel28499292 I say before 10,000 years ago because the worlds populations had already spread to the different inhabited continents by 10,000 years ago and were not killed off in a global flood. Ex Native Americans, Australian Aborigines, Africans, Orientals, Europeans",,Mon Aug 13 13:46:48 +0000 2018
KDRogersMD,"@Angel28499292 The question of Noahs flood aside, if you have references showing a global flood before 10000 years ago from secular sources and confirmed, I would love to see the data. I am unaware of such data.",,Mon Aug 13 13:45:43 +0000 2018
KDRogersMD,"@Angel28499292 Unless a flood proposed matches the description of Noahs flood then the bible account is wrong. 
Per the bible timeline Adam ""was created"" 6000 years ago. 
Any attempt at proposing a global flood before that....would not match the bible account of Noah's flood.",,Mon Aug 13 13:43:33 +0000 2018
KDRogersMD,"@Angel28499292 Re Noah's flood
Your looking for a flood that matches the bible description
IT must be global
IT must have happened circa 4344 years ago https://t.co/ImbFq0D3vq",,Mon Aug 13 13:41:32 +0000 2018
Robbi_3raw,Today 2 years ago everyone damn near lost everything in the Great Flood including me an my family 😒 that was the worst birthday ever,,Mon Aug 13 13:30:08 +0000 2018
SwaggerO2Jam,"“@usbr: 78 years ago today, Anderson Ranch Dam, located in Idaho, was approved for construction. The dam and powerplant provide multiple benefits, including irrigation, power, and flood and silt control. https://t.co/6vWFC69HMH”

The world is sooooo big! 😱",,Mon Aug 13 13:01:14 +0000 2018
Bethwill30,"RT @GMA_Weather: I know we've talked about the anniversary of the 2016 flood...but do you remember the ""August Cold Front of 2004""? Yeah, u…","I know we've talked about the anniversary of the 2016 flood...but do you remember the ""August Cold Front of 2004""? Yeah, upper 50s this week 14 years ago! Wouldn't that be nice? https://t.co/8xmaSBal1Y",Mon Aug 13 12:48:09 +0000 2018
KSargeantNJ,"Dan nails his column here. Highly recommend reading. Speaking of Rutgers, their media policy is ok. Not a total blackout like some; not nearly as open as Schiano/Flood years. I wrote about it 2 years ago ( https://t.co/Xy7aaWBwgY ) and there is less coverage across the board. https://t.co/gC4KDSlUdQ",,Mon Aug 13 12:45:43 +0000 2018
vrockkk,"Today is a national holiday, please be aware of the flood of Suzie pictures you are about to see because I got her 6 years ago😭😭",,Mon Aug 13 12:41:05 +0000 2018
GMA_Weather,"I know we've talked about the anniversary of the 2016 flood...but do you remember the ""August Cold Front of 2004""? Yeah, upper 50s this week 14 years ago! Wouldn't that be nice? https://t.co/8xmaSBal1Y",,Mon Aug 13 12:13:04 +0000 2018
SalvUltra,"@Ms87Love @matteosalvinimi I wish you were right...You probably haven’t seen Italy 25, 30 years ago...that was Italy. What we have now is just very few wise men in the govt and many left wing mad politicians ready to flood the country with thousands of illegal migrants. Nothing more.",,Mon Aug 13 11:38:01 +0000 2018
Nickelitus426,Sakit sa heart ng feeling na tinatapon ko yung mga art works ko from 6 years ago;;; damn flood nnnhhhh (; Д  ; ) https://t.co/9vmqzMN0PH,,Mon Aug 13 11:22:34 +0000 2018
panaynewsdotnet,Floods and rising river waters chased hundreds out of their homes as heavy rains inundated vast swaths of Luzon late Saturday in scenes reminiscent of tropical storm “Ondoy” nine years ago. https://t.co/q6KY1t625x,,Mon Aug 13 07:30:00 +0000 2018
jerkho,"9 years ago, Ondoy was supposedly a T-100 flood scenario or once in a hundred years. The past weekend was near Ondoy level (so I hear). So we've had two T-100 floods in 10 years. Maybe they're now T-10 flood scenarios...in which case, what will a T-100 look like?",,Mon Aug 13 06:47:05 +0000 2018
Lafcadio01,RT @ChesterFarmNcc: A view across @ChesterFarmNcc just over 30 years ago. For our new followers and because it is always worth re-examining…,A view across @ChesterFarmNcc just over 30 years ago. For our new followers and because it is always worth re-examining aerial photos. A nice Sunday task. This one was taken in 1987 and looks across the #Nene flood plain. #heritage #photography https://t.co/RjFt5mqiEW,Mon Aug 13 06:14:41 +0000 2018
juklinn,2 years ago i woke up hoping they’d cancel school bc of the rain and then we ended up having to miss a month of school bc of the flood :) https://t.co/HOzyQLeiVj,,Mon Aug 13 05:14:25 +0000 2018
rkdoctr,"@MWR_OKC @nullhypothesis9 @mental_hazzard @halcyondon @apetivist @JulieAMcLean @Friendof_Darwin @kaimatai @R0samond @LeeTWimberly @TakeThatEpi @hubie0 @CaptainAir727 @BjarteBjorkum @MMattstofferson @sbmont01 @IwearCrocsAlot @jdfortenberry @DoubleDumas @humourhelp @JaTapps @carlsmythe @AGTCnews @Lead1225 @realshawkofgawd @andypolsic @Mwforhr @peterhill160 @JohnC64 @Kiwiatheists @sabela13 @quendonian @Dave_was_here @Mandokero @CRSaltmarsh @StevieSteveSGR @AngeloZack @robbierocket7 @atheistic_1 @PolarVan @Jo97572446 @AtheistEngineer @PumaBare @TauridAustralis @LogicalReterg @_CROPES_ @Y2Krashman @absalomedia @GregCampNC You believe in Noah’s flood. If you take the volume of water in the oceans today, multiply that by 3, that would be the volume necessary to cover the highest mountains. The flood happened 4,400 years ago according to your beliefs. 

Logically, where did all that water come from?",,Mon Aug 13 04:57:30 +0000 2018
